ontology ID	label	definition
unit:K.min-1	kelvin per minute	A unit which is equal to 1 kelvin per 1 minute.
unit:K.mol	kelvin mole	A unit which is equal to 1 kelvin by 1 mole.
unit:K.s	kelvin second	A unit which is equal to 1 kelvin by 1 second.
unit:K.s-1	kelvin per second	A unit which is equal to 1 kelvin per 1 second.
unit:K2	square kelvin	A unit which is equal to 1 square kelvin.
unit:K2.s-1	square kelvin per second	A unit which is equal to 1 square kelvin per 1 second.
unit:Ky	Kayser	
unit:L	litre	A unit which 1) is a unit of volume
unit:L-1	reciprocal litre	A unit which is equal to the reciprocal of 1 litre.
unit:L-1.umol-1	reciprocal litre micromole	A unit which is equal to the reciprocal of 1 litre by 10⁻⁶ mole.
unit:L.K-1	litre per kelvin	A unit which is equal to 1 litre per 1 kelvin.
unit:L.L-1	litre per litre	A unit which is equal to 1 litre per 1 litre.
unit:L.MPa.s-1	litre megapascal per second	A unit which is equal to 1 litre by 10⁶ pascal per 1 second.
unit:L.Pa.s-1	litre pascal per second	A unit which is equal to 1 litre by 1 pascal per 1 second.
unit:L.d-1	litre per day	A unit which is equal to 1 litre per 1 day.
unit:L.h-1	litre per hour	A unit which is equal to 1 litre per 1 hour.
unit:L.kg-1	litre per kilogram	A unit which is equal to 1 litre per 10³ gram.
unit:L.min-1	litre per minute	A unit which is equal to 1 litre per 1 minute.
unit:L.mol-1	litre per mole	A unit which is equal to 1 litre per 1 mole.
unit:L.s-1	litre per second	A unit which is equal to 1 litre per 1 second.
unit:L.ug	litre microgram	A unit which is equal to 1 litre by 10⁻⁶ gram.
unit:L.umol	litre micromole	A unit which is equal to 1 litre by 10⁻⁶ mole.
unit:L.umol-1	litre per micromole	A unit which is equal to 1 litre per 10⁻⁶ mole.
unit:Lmb	Lambert	
unit:M%27%27	megaplane angle second	A unit which is equal to 10⁶ plane angle second.
unit:MA	megaampere	A unit which is equal to 10⁶ ampere.
unit:MA.m-2	megaampere per square metre	A unit which is equal to 10⁶ ampere per 1 square metre.
unit:MB	megabel	A unit which is equal to 10⁶ bel.
unit:MBq	megabecquerel	A unit which is equal to 10⁶ becquerel.
unit:MC	megacoulomb	A unit which is equal to 10⁶ coulomb.
unit:MC.m-2	megacoulomb per square metre	A unit which is equal to 10⁶ coulomb per 1 square metre.
unit:MC.m-3	megacoulomb per cubic metre	A unit which is equal to 10⁶ coulomb per 1 cubic metre.
unit:MF	megafarad	A unit which is equal to 10⁶ farad.
unit:MGy	megagray	A unit which is equal to 10⁶ gray.
unit:MH	megahenry	A unit which is equal to 10⁶ henry.
unit:MHz	megahertz	A unit which is equal to 10⁶ hertz.
unit:MHz.K-1	megahertz per kelvin	A unit which is equal to 10⁶ hertz per 1 kelvin.
unit:MHz.T-1	megahertz per tesla	A unit which is equal to 10⁶ hertz per 1 tesla.
unit:MJ	megajoule	A unit which is equal to 10⁶ joule.
unit:MJ.K-1	megajoule per kelvin	A unit which is equal to 10⁶ joule per 1 kelvin.
unit:MJ.d-1.m-2	megajoule per day square metre	A unit which is equal to 10⁶ joule per 1 day by 1 square metre.
unit:MJ.kg-1	megajoule per kilogram	A unit which is equal to 10⁶ joule per 10³ gram.
unit:MJ.m-2	megajoule per square metre	A unit which is equal to 10⁶ joule per 1 square metre.
unit:MJ.m-3	megajoule per cubic metre	A unit which is equal to 10⁶ joule per 1 cubic metre.
unit:MJ.s-1	megajoule per second	A unit which is equal to 10⁶ joule per 1 second.
unit:MK	megakelvin	A unit which is equal to 10⁶ kelvin.
unit:ML	megalitre	A unit which is equal to 10⁶ litre.
unit:MN	meganewton	A unit which is equal to 10⁶ newton.
unit:MNp	meganeper	A unit which is equal to 10⁶ neper.
unit:MOhm	megaohm	A unit which is equal to 10⁶ ohm.
unit:MPa	megapascal	A unit which is equal to 10⁶ pascal.
unit:MPa.K-1	megapascal per kelvin	A unit which is equal to 10⁶ pascal per 1 kelvin.
unit:MPa.bar-1	megapascal per bar	A unit which is equal to 10⁶ pascal per 1 bar.
unit:MS	megasiemens	A unit which is equal to 10⁶ siemens.
unit:MSv	megasievert	A unit which is equal to 10⁶ sievert.
unit:MT	megatesla	A unit which is equal to 10⁶ tesla.
unit:MV	megavolt	A unit which is equal to 10⁶ volt.
unit:MV.m-1	megavolt per metre	A unit which is equal to 10⁶ volt per 1 metre.
unit:MW	megawatt	A unit which is equal to 10⁶ watt.
unit:MWb	megaweber	A unit which is equal to 10⁶ weber.
unit:Mar	megaare	A unit which is equal to 10⁶ are.
unit:Mcd	megacandela	A unit which is equal to 10⁶ candela.
unit:MeV	megaelectronvolt	A unit which is equal to 10⁶ electronvolt.
unit:MeV.%5Bc%5D-1	megaelectronvolt per velocity of light in a vacuum	A unit which is equal to 10⁶ electronvolt per 1 velocity of light in a vacuum.
unit:MeV.cm-1	megaelectronvolt per centimetre	A unit which is equal to 10⁶ electronvolt per 10⁻² metre.
unit:Mg	megagram	A unit which is equal to 10⁶ gram.
unit:Mg.m-3	megagram per cubic metre	A unit which is equal to 10⁶ gram per 1 cubic metre.
unit:Mkat	megakatal	A unit which is equal to 10⁶ katal.
unit:Mlm	megalumen	A unit which is equal to 10⁶ lumen.
unit:Mlx	megalux	A unit which is equal to 10⁶ lux.
unit:Mm	megametre	A unit which is equal to 10⁶ metre.
unit:Mm.kJ-1	megametre per kilojoule	A unit which is equal to 10⁶ metre per 10³ joule.
unit:Mm.s-2	megametre per square second	A unit which is equal to 10⁶ metre per 1 square second.
unit:Mmol	megamole	A unit which is equal to 10⁶ mole.
unit:Mmol.m-1	megamole per metre	A unit which is equal to 10⁶ mole per 1 metre.
unit:Mrad	megaradian	A unit which is equal to 10⁶ radian.
unit:Ms	megasecond	A unit which is equal to 10⁶ second.
unit:Ms2	square megasecond	A unit which is equal to 10⁶ square second.
unit:Msr	megasteradian	A unit which is equal to 10⁶ steradian.
unit:Mt	megatonne	A unit which is equal to 10⁶ tonne.
unit:Mu	megadalton	A unit which is equal to 10⁶ dalton.
unit:Mx	Maxwell	
unit:N	newton	A special named SI unit which 1) is a unit of force and 2) is equal to a kilogram metre per square second.
unit:N.A-1	newton per ampere	A unit which is equal to 1 newton per 1 ampere.
unit:N.C-1	newton per coulomb	A unit which is equal to 1 newton per 1 coulomb.
unit:N.cm-1	newton per centimetre	A unit which is equal to 1 newton per 10⁻² metre.
unit:N.kg-1	newton per kilogram	A unit which is equal to 1 newton per 10³ gram.
unit:N.m-1	newton per metre	A unit which is equal to 1 newton per 1 metre.
unit:N.m-2	newton per square metre	A unit which is equal to 1 newton per 1 square metre.
unit:N.m-3	newton per cubic metre	A unit which is equal to 1 newton per 1 cubic metre.
unit:N.mm-1	newton per millimetre	A unit which is equal to 1 newton per 10⁻³ metre.
unit:N.mm-2	newton per square millimetre	A unit which is equal to 1 newton per 10⁻³ square metre.
unit:N.s	newton second	A unit which is equal to 1 newton by 1 second.
unit:N.s.m-1	newton second per metre	A unit which is equal to 1 newton by 1 second per 1 metre.
unit:N.s.m-3	newton second per cubic metre	A unit which is equal to 1 newton by 1 second per 1 cubic metre.
unit:Np	neper	A unit which 1) is a unit of logarithmic ratio quantities
unit:Oe	Oersted	
unit:Ohm	ohm	A special named SI unit which 1) is a unit of electric resistance and 2) is equal to a kilogram square metre per square ampere cubic second.
unit:P	poise	
unit:P%27%27	petaplane angle second	A unit which is equal to 10¹⁵ plane angle second.
unit:P.bar-1	poise per bar	A unit which is equal to 1 poise per 1 bar.
unit:P.s.m-1	poise second per metre	A unit which is equal to 1 poise by 1 second per 1 metre.
unit:PA	petaampere	A unit which is equal to 10¹⁵ ampere.
unit:PB	petabel	A unit which is equal to 10¹⁵ bel.
unit:PBq	petabecquerel	A unit which is equal to 10¹⁵ becquerel.
unit:PC	petacoulomb	A unit which is equal to 10¹⁵ coulomb.
unit:PF	petafarad	A unit which is equal to 10¹⁵ farad.
unit:PGy	petagray	A unit which is equal to 10¹⁵ gray.
unit:PH	petahenry	A unit which is equal to 10¹⁵ henry.
unit:PHz	petahertz	A unit which is equal to 10¹⁵ hertz.
unit:PJ	petajoule	A unit which is equal to 10¹⁵ joule.
unit:PK	petakelvin	A unit which is equal to 10¹⁵ kelvin.
unit:PL	petalitre	A unit which is equal to 10¹⁵ litre.
unit:PN	petanewton	A unit which is equal to 10¹⁵ newton.
unit:PNp	petaneper	A unit which is equal to 10¹⁵ neper.
unit:POhm	petaohm	A unit which is equal to 10¹⁵ ohm.
unit:PPa	petapascal	A unit which is equal to 10¹⁵ pascal.
unit:PS	petasiemens	A unit which is equal to 10¹⁵ siemens.
unit:PSv	petasievert	A unit which is equal to 10¹⁵ sievert.
unit:PT	petatesla	A unit which is equal to 10¹⁵ tesla.
unit:PV	petavolt	A unit which is equal to 10¹⁵ volt.
unit:PW	petawatt	A unit which is equal to 10¹⁵ watt.
unit:PWb	petaweber	A unit which is equal to 10¹⁵ weber.
unit:Pa	pascal	A special named SI unit which 1) is a unit of pressure or stress and 2) is equal to a kilogram per metre square second.
unit:Pa-1	reciprocal pascal	A unit which is equal to the reciprocal of 1 pascal.
unit:Pa-1.s-1	reciprocal pascal second	A unit which is equal to the reciprocal of 1 pascal by 1 second.
unit:Pa.K-1	pascal per kelvin	A unit which is equal to 1 pascal per 1 kelvin.
unit:Pa.bar-1	pascal per bar	A unit which is equal to 1 pascal per 1 bar.
unit:Pa.h-1	pascal per hour	A unit which is equal to 1 pascal per 1 hour.
unit:Pa.m-1	pascal per metre	A unit which is equal to 1 pascal per 1 metre.
unit:Pa.min-1	pascal per minute	A unit which is equal to 1 pascal per 1 minute.
unit:Pa.s	pascal second	A unit which is equal to 1 pascal by 1 second.
unit:Pa.s-1	pascal per second	A unit which is equal to 1 pascal per 1 second.
unit:Pa.s.bar-1	pascal second per bar	A unit which is equal to 1 pascal by 1 second per 1 bar.
unit:Pa.s.m-3	pascal second per cubic metre	A unit which is equal to 1 pascal by 1 second per 1 cubic metre.
unit:Pa2.s	square pascal second	A unit which is equal to 1 square pascal by 1 second.
unit:Pa2.s-2	square pascal per square second	A unit which is equal to 1 square pascal per 1 square second.
unit:Par	petaare	A unit which is equal to 10¹⁵ are.
unit:Pcd	petacandela	A unit which is equal to 10¹⁵ candela.
unit:PeV	petaelectronvolt	A unit which is equal to 10¹⁵ electronvolt.
unit:Pg	petagram	A unit which is equal to 10¹⁵ gram.
unit:Pkat	petakatal	A unit which is equal to 10¹⁵ katal.
unit:Plm	petalumen	A unit which is equal to 10¹⁵ lumen.
unit:Plx	petalux	A unit which is equal to 10¹⁵ lux.
unit:Pm	petametre	A unit which is equal to 10¹⁵ metre.
unit:Pm.s-1	petametre per second	A unit which is equal to 10¹⁵ metre per 1 second.
unit:Pm.s-2	petametre per square second	A unit which is equal to 10¹⁵ metre per 1 square second.
unit:Pm2	square petametre	A unit which is equal to 10¹⁵ square metre.
unit:Pm3	cubic petametre	A unit which is equal to 10¹⁵ cubic metre.
unit:Pmol	petamole	A unit which is equal to 10¹⁵ mole.
unit:Pmol.m-1	petamole per metre	A unit which is equal to 10¹⁵ mole per 1 metre.
unit:Prad	petaradian	A unit which is equal to 10¹⁵ radian.
unit:Ps	petasecond	A unit which is equal to 10¹⁵ second.
unit:Ps2	square petasecond	A unit which is equal to 10¹⁵ square second.
unit:Psr	petasteradian	A unit which is equal to 10¹⁵ steradian.
unit:Pt	petatonne	A unit which is equal to 10¹⁵ tonne.
unit:Pu	petadalton	A unit which is equal to 10¹⁵ dalton.
unit:R	roentgen	
unit:RAD	radiation absorbed dose	
unit:REM	radiation equivalent man	
unit:S	siemens	A special named SI unit which 1) is a unit of electric conductance and 2) is equal to a square ampere cubic second per kilogram square metre.
unit:S.cm-2	siemens per square centimetre	A unit which is equal to 1 siemens per 10⁻² square metre.
unit:S.m-1	siemens per metre	A unit which is equal to 1 siemens per 1 metre.
unit:St	Stokes	
unit:Sv	sievert	A special named SI unit which 1) is a unit of dose equivalent and 2) is equal to a square metre per square second.
unit:T	tesla	A special named SI unit which 1) is a unit of magnetic flux density and 2) is equal to a kilogram per ampere square second.
unit:T%27%27	teraplane angle second	A unit which is equal to 10¹² plane angle second.
unit:TA	teraampere	A unit which is equal to 10¹² ampere.
unit:TB	terabel	A unit which is equal to 10¹² bel.
unit:TBq	terabecquerel	A unit which is equal to 10¹² becquerel.
unit:TC	teracoulomb	A unit which is equal to 10¹² coulomb.
unit:TF	terafarad	A unit which is equal to 10¹² farad.
unit:TGy	teragray	A unit which is equal to 10¹² gray.
unit:TH	terahenry	A unit which is equal to 10¹² henry.
unit:THz	terahertz	A unit which is equal to 10¹² hertz.
unit:TJ	terajoule	A unit which is equal to 10¹² joule.
unit:TK	terakelvin	A unit which is equal to 10¹² kelvin.
unit:TL	teralitre	A unit which is equal to 10¹² litre.
unit:TN	teranewton	A unit which is equal to 10¹² newton.
unit:TNp	teraneper	A unit which is equal to 10¹² neper.
unit:TOhm	teraohm	A unit which is equal to 10¹² ohm.
unit:TPa	terapascal	A unit which is equal to 10¹² pascal.
unit:TS	terasiemens	A unit which is equal to 10¹² siemens.
unit:TSv	terasievert	A unit which is equal to 10¹² sievert.
unit:TT	teratesla	A unit which is equal to 10¹² tesla.
unit:TV	teravolt	A unit which is equal to 10¹² volt.
unit:TW	terawatt	A unit which is equal to 10¹² watt.
unit:TW.h-1	terawatt per hour	A unit which is equal to 10¹² watt per 1 hour.
unit:TWb	teraweber	A unit which is equal to 10¹² weber.
unit:Tar	teraare	A unit which is equal to 10¹² are.
unit:Tcd	teracandela	A unit which is equal to 10¹² candela.
unit:TeV	teraelectronvolt	A unit which is equal to 10¹² electronvolt.
unit:Tg	teragram	A unit which is equal to 10¹² gram.
unit:Tg.L-1	teragram per litre	A unit which is equal to 10¹² gram per 1 litre.
unit:Tkat	terakatal	A unit which is equal to 10¹² katal.
unit:Tlm	teralumen	A unit which is equal to 10¹² lumen.
unit:Tlx	teralux	A unit which is equal to 10¹² lux.
unit:Tm	terametre	A unit which is equal to 10¹² metre.
unit:Tm.s-1	terametre per second	A unit which is equal to 10¹² metre per 1 second.
unit:Tm.s-2	terametre per square second	A unit which is equal to 10¹² metre per 1 square second.
unit:Tm2	square terametre	A unit which is equal to 10¹² square metre.
unit:Tm3	cubic terametre	A unit which is equal to 10¹² cubic metre.
unit:Tmol	teramole	A unit which is equal to 10¹² mole.
unit:Tmol.L-1	teramole per litre	A unit which is equal to 10¹² mole per 1 litre.
unit:Tmol.m-1	teramole per metre	A unit which is equal to 10¹² mole per 1 metre.
unit:Trad	teraradian	A unit which is equal to 10¹² radian.
unit:Ts	terasecond	A unit which is equal to 10¹² second.
unit:Ts2	square terasecond	A unit which is equal to 10¹² square second.
unit:Tsr	terasteradian	A unit which is equal to 10¹² steradian.
unit:Tt	teratonne	A unit which is equal to 10¹² tonne.
unit:Tu	teradalton	A unit which is equal to 10¹² dalton.
unit:U	enzyme unit	
unit:V	volt	A special named SI unit which 1) is a unit of electric potential difference and 2) is equal to a kilogram square metre per ampere cubic second.
unit:V.%5Bin_i%5D-1	volt per inch	A unit which is equal to 1 volt per 1 inch.
unit:V.A-1	volt per ampere	A unit which is equal to 1 volt per 1 ampere.
unit:V.K-1	volt per kelvin	A unit which is equal to 1 volt per 1 kelvin.
unit:V.W-1	volt per watt	A unit which is equal to 1 volt per 1 watt.
unit:V.cm-1	volt per centimetre	A unit which is equal to 1 volt per 10⁻² metre.
unit:V.m-1	volt per metre	A unit which is equal to 1 volt per 1 metre.
unit:V.m-2	volt per square metre	A unit which is equal to 1 volt per 1 square metre.
unit:V.mm-1	volt per millimetre	A unit which is equal to 1 volt per 10⁻³ metre.
unit:V.s-1	volt per second	A unit which is equal to 1 volt per 1 second.
unit:V.us-1	volt per microsecond	A unit which is equal to 1 volt per 10⁻⁶ second.
unit:V2.K-2	square volt per square kelvin	A unit which is equal to 1 square volt per 1 square kelvin.
unit:W	watt	A special named SI unit which 1) is a unit of power or radiant flux and 2) is equal to a kilogram square metre per cubic second.
unit:W-1	reciprocal watt	A unit which is equal to the reciprocal of 1 watt.
unit:W.%27%27-2	watt per square plane angle second	A unit which is equal to 1 watt per 1 square plane angle second.
unit:W.%5Bsft_i%5D-1	watt per international square foot	A unit which is equal to 1 watt per 1 international square foot.
unit:W.%5Bsin_i%5D-1	watt per international square inch	A unit which is equal to 1 watt per 1 international square inch.
unit:W.A-1	watt per ampere	A unit which is equal to 1 watt per 1 ampere.
unit:W.Hz-1	watt per hertz	A unit which is equal to 1 watt per 1 hertz.
unit:W.Hz-1.m-2	watt per hertz square metre	A unit which is equal to 1 watt per 1 hertz by 1 square metre.
unit:W.Hz-1.m-2.sr-1	watt per hertz square metre steradian	A unit which is equal to 1 watt per 1 hertz by 1 square metre by 1 steradian.
unit:W.K-1	watt per kelvin	A unit which is equal to 1 watt per 1 kelvin.
unit:W.K-1.m-1	watt per kelvin metre	A unit which is equal to 1 watt per 1 kelvin by 1 metre.
unit:W.K-1.m-2	watt per kelvin square metre	A unit which is equal to 1 watt per 1 kelvin by 1 square metre.
unit:W.K-4.m-2	watt per quartic kelvin square metre	A unit which is equal to 1 watt per 1 quartic kelvin by 1 square metre.
unit:W.cm-2	watt per square centimetre	A unit which is equal to 1 watt per 10⁻² square metre.
unit:W.kg-1	watt per kilogram	A unit which is equal to 1 watt per 10³ gram.
unit:W.m-1	watt per metre	A unit which is equal to 1 watt per 1 metre.
unit:W.m-2	watt per square metre	A unit which is equal to 1 watt per 1 square metre.
unit:W.m-2.Pa-1	watt per square metre pascal	A unit which is equal to 1 watt per 1 square metre by 1 pascal.
unit:W.m-2.nm-1	watt per square metre nanometre	A unit which is equal to 1 watt per 1 square metre by 10⁻⁹ metre.
unit:W.m-2.nm-1.sr-1	watt per square metre nanometre steradian	A unit which is equal to 1 watt per 1 square metre by 10⁻⁹ metre by 1 steradian.
unit:W.m-2.sr-1	watt per square metre steradian	A unit which is equal to 1 watt per 1 square metre by 1 steradian.
unit:W.m-3	watt per cubic metre	A unit which is equal to 1 watt per 1 cubic metre.
unit:W.nm-1	watt per nanometre	A unit which is equal to 1 watt per 10⁻⁹ metre.
unit:W.sr-1	watt per steradian	A unit which is equal to 1 watt per 1 steradian.
unit:Wb	weber	A special named SI unit which 1) is a unit of magnetic flux and 2) is equal to a kilogram square metre per ampere square second.
unit:Wb-1	reciprocal weber	A unit which is equal to the reciprocal of 1 weber.
unit:Wb.A-1	weber per ampere	A unit which is equal to 1 weber per 1 ampere.
unit:Wb.m-1	weber per metre	A unit which is equal to 1 weber per 1 metre.
unit:Wb.m-2	weber per square metre	A unit which is equal to 1 weber per 1 square metre.
unit:Wb.mm-1	weber per millimetre	A unit which is equal to 1 weber per 10⁻³ metre.
unit:Y%27%27	yottaplane angle second	A unit which is equal to 10²⁴ plane angle second.
unit:YA	yottaampere	A unit which is equal to 10²⁴ ampere.
unit:YB	yottabel	A unit which is equal to 10²⁴ bel.
unit:YBq	yottabecquerel	A unit which is equal to 10²⁴ becquerel.
unit:YC	yottacoulomb	A unit which is equal to 10²⁴ coulomb.
unit:YF	yottafarad	A unit which is equal to 10²⁴ farad.
unit:YGy	yottagray	A unit which is equal to 10²⁴ gray.
unit:YH	yottahenry	A unit which is equal to 10²⁴ henry.
unit:YHz	yottahertz	A unit which is equal to 10²⁴ hertz.
unit:YJ	yottajoule	A unit which is equal to 10²⁴ joule.
unit:YK	yottakelvin	A unit which is equal to 10²⁴ kelvin.
unit:YL	yottalitre	A unit which is equal to 10²⁴ litre.
unit:YN	yottanewton	A unit which is equal to 10²⁴ newton.
unit:YNp	yottaneper	A unit which is equal to 10²⁴ neper.
unit:YOhm	yottaohm	A unit which is equal to 10²⁴ ohm.
unit:YPa	yottapascal	A unit which is equal to 10²⁴ pascal.
unit:YS	yottasiemens	A unit which is equal to 10²⁴ siemens.
unit:YSv	yottasievert	A unit which is equal to 10²⁴ sievert.
unit:YT	yottatesla	A unit which is equal to 10²⁴ tesla.
unit:YV	yottavolt	A unit which is equal to 10²⁴ volt.
unit:YW	yottawatt	A unit which is equal to 10²⁴ watt.
unit:YWb	yottaweber	A unit which is equal to 10²⁴ weber.
unit:Yar	yottaare	A unit which is equal to 10²⁴ are.
unit:Ycd	yottacandela	A unit which is equal to 10²⁴ candela.
unit:YeV	yottaelectronvolt	A unit which is equal to 10²⁴ electronvolt.
unit:Yg	yottagram	A unit which is equal to 10²⁴ gram.
unit:Ykat	yottakatal	A unit which is equal to 10²⁴ katal.
unit:Ylm	yottalumen	A unit which is equal to 10²⁴ lumen.
unit:Ylx	yottalux	A unit which is equal to 10²⁴ lux.
unit:Ym	yottametre	A unit which is equal to 10²⁴ metre.
unit:Ymol	yottamole	A unit which is equal to 10²⁴ mole.
unit:Yrad	yottaradian	A unit which is equal to 10²⁴ radian.
unit:Ys	yottasecond	A unit which is equal to 10²⁴ second.
unit:Ysr	yottasteradian	A unit which is equal to 10²⁴ steradian.
unit:Yt	yottatonne	A unit which is equal to 10²⁴ tonne.
unit:Yu	yottadalton	A unit which is equal to 10²⁴ dalton.
unit:Z%27%27	zettaplane angle second	A unit which is equal to 10²¹ plane angle second.
unit:ZA	zettaampere	A unit which is equal to 10²¹ ampere.
unit:ZB	zettabel	A unit which is equal to 10²¹ bel.
unit:ZBq	zettabecquerel	A unit which is equal to 10²¹ becquerel.
unit:ZC	zettacoulomb	A unit which is equal to 10²¹ coulomb.
unit:ZF	zettafarad	A unit which is equal to 10²¹ farad.
unit:ZGy	zettagray	A unit which is equal to 10²¹ gray.
unit:ZH	zettahenry	A unit which is equal to 10²¹ henry.
unit:ZHz	zettahertz	A unit which is equal to 10²¹ hertz.
unit:ZJ	zettajoule	A unit which is equal to 10²¹ joule.
unit:ZK	zettakelvin	A unit which is equal to 10²¹ kelvin.
unit:ZL	zettalitre	A unit which is equal to 10²¹ litre.
unit:ZN	zettanewton	A unit which is equal to 10²¹ newton.
unit:ZNp	zettaneper	A unit which is equal to 10²¹ neper.
unit:ZOhm	zettaohm	A unit which is equal to 10²¹ ohm.
unit:ZPa	zettapascal	A unit which is equal to 10²¹ pascal.
unit:ZS	zettasiemens	A unit which is equal to 10²¹ siemens.
unit:ZSv	zettasievert	A unit which is equal to 10²¹ sievert.
unit:ZT	zettatesla	A unit which is equal to 10²¹ tesla.
unit:ZV	zettavolt	A unit which is equal to 10²¹ volt.
unit:ZW	zettawatt	A unit which is equal to 10²¹ watt.
unit:ZWb	zettaweber	A unit which is equal to 10²¹ weber.
unit:Zar	zettaare	A unit which is equal to 10²¹ are.
unit:Zcd	zettacandela	A unit which is equal to 10²¹ candela.
unit:ZeV	zettaelectronvolt	A unit which is equal to 10²¹ electronvolt.
unit:Zg	zettagram	A unit which is equal to 10²¹ gram.
unit:Zkat	zettakatal	A unit which is equal to 10²¹ katal.
unit:Zlm	zettalumen	A unit which is equal to 10²¹ lumen.
unit:Zlx	zettalux	A unit which is equal to 10²¹ lux.
unit:Zm	zettametre	A unit which is equal to 10²¹ metre.
unit:Zmol	zettamole	A unit which is equal to 10²¹ mole.
unit:Zrad	zettaradian	A unit which is equal to 10²¹ radian.
unit:Zs	zettasecond	A unit which is equal to 10²¹ second.
unit:Zsr	zettasteradian	A unit which is equal to 10²¹ steradian.
unit:Zt	zettatonne	A unit which is equal to 10²¹ tonne.
unit:Zu	zettadalton	A unit which is equal to 10²¹ dalton.
unit:a	year	
unit:a%27%27	attoplane angle second	A unit which is equal to 10⁻¹⁸ plane angle second.
unit:a-1	reciprocal year	A unit which is equal to the reciprocal of 1 year.
unit:a.s-1	year per second	A unit which is equal to 1 year per 1 second.
unit:a.s-2	year per square second	A unit which is equal to 1 year per 1 square second.
unit:aA	attoampere	A unit which is equal to 10⁻¹⁸ ampere.
unit:aB	attobel	A unit which is equal to 10⁻¹⁸ bel.
unit:aBq	attobecquerel	A unit which is equal to 10⁻¹⁸ becquerel.
unit:aC	attocoulomb	A unit which is equal to 10⁻¹⁸ coulomb.
unit:aF	attofarad	A unit which is equal to 10⁻¹⁸ farad.
unit:aGy	attogray	A unit which is equal to 10⁻¹⁸ gray.
unit:aH	attohenry	A unit which is equal to 10⁻¹⁸ henry.
unit:aHz	attohertz	A unit which is equal to 10⁻¹⁸ hertz.
unit:aJ	attojoule	A unit which is equal to 10⁻¹⁸ joule.
unit:aJ.s	attojoule second	A unit which is equal to 10⁻¹⁸ joule by 1 second.
unit:aK	attokelvin	A unit which is equal to 10⁻¹⁸ kelvin.
unit:aL	attolitre	A unit which is equal to 10⁻¹⁸ litre.
unit:aN	attonewton	A unit which is equal to 10⁻¹⁸ newton.
unit:aNp	attoneper	A unit which is equal to 10⁻¹⁸ neper.
unit:aOhm	attoohm	A unit which is equal to 10⁻¹⁸ ohm.
unit:aPa	attopascal	A unit which is equal to 10⁻¹⁸ pascal.
unit:aS	attosiemens	A unit which is equal to 10⁻¹⁸ siemens.
unit:aSv	attosievert	A unit which is equal to 10⁻¹⁸ sievert.
unit:aT	attotesla	A unit which is equal to 10⁻¹⁸ tesla.
unit:aV	attovolt	A unit which is equal to 10⁻¹⁸ volt.
unit:aW	attowatt	A unit which is equal to 10⁻¹⁸ watt.
unit:aWb	attoweber	A unit which is equal to 10⁻¹⁸ weber.
unit:a_g	mean Gregorian year	
unit:a_j	mean Julian year	
unit:a_t	tropical year	
unit:aar	attoare	A unit which is equal to 10⁻¹⁸ are.
unit:acd	attocandela	A unit which is equal to 10⁻¹⁸ candela.
unit:aeV	attoelectronvolt	A unit which is equal to 10⁻¹⁸ electronvolt.
unit:ag	attogram	A unit which is equal to 10⁻¹⁸ gram.
unit:ag.L-1	attogram per litre	A unit which is equal to 10⁻¹⁸ gram per 1 litre.
unit:akat	attokatal	A unit which is equal to 10⁻¹⁸ katal.
unit:alm	attolumen	A unit which is equal to 10⁻¹⁸ lumen.
unit:alx	attolux	A unit which is equal to 10⁻¹⁸ lux.
unit:am	attometre	A unit which is equal to 10⁻¹⁸ metre.
unit:am2	square attometre	A unit which is equal to 10⁻¹⁸ square metre.
unit:am3	cubic attometre	A unit which is equal to 10⁻¹⁸ cubic metre.
unit:amol	attomole	A unit which is equal to 10⁻¹⁸ mole.
unit:amol.L-1	attomole per litre	A unit which is equal to 10⁻¹⁸ mole per 1 litre.
unit:amol.m-1	attomole per metre	A unit which is equal to 10⁻¹⁸ mole per 1 metre.
unit:ar	are	A unit which 1) is a unit of area
unit:arad	attoradian	A unit which is equal to 10⁻¹⁸ radian.
unit:as	attosecond	A unit which is equal to 10⁻¹⁸ second.
unit:as2	square attosecond	A unit which is equal to 10⁻¹⁸ square second.
unit:asr	attosteradian	A unit which is equal to 10⁻¹⁸ steradian.
unit:at	attotonne	A unit which is equal to 10⁻¹⁸ tonne.
unit:atm	standard atmosphere	
unit:atm-1	reciprocal standard atmosphere	A unit which is equal to the reciprocal of 1 standard atmosphere.
unit:att	technical atmosphere	
unit:au	attodalton	A unit which is equal to 10⁻¹⁸ dalton.
unit:b	barn	
unit:bar	bar	
unit:bar-1	reciprocal bar	A unit which is equal to the reciprocal of 1 bar.
unit:bar.K-1	bar per kelvin	A unit which is equal to 1 bar per 1 kelvin.
unit:bar.L.s-1	bar litre per second	A unit which is equal to 1 bar by 1 litre per 1 second.
unit:bar.bar-1	bar per bar	A unit which is equal to 1 bar per 1 bar.
unit:bar.m3.s-1	bar cubic metre per second	A unit which is equal to 1 bar by 1 cubic metre per 1 second.
unit:bit	bit	
unit:bit.s-1	bit per second	A unit which is equal to 1 bit per 1 second.
unit:bit_s	logarithmic bit	
unit:c%27%27	centiplane angle second	A unit which is equal to 10⁻² plane angle second.
unit:cA	centiampere	A unit which is equal to 10⁻² ampere.
unit:cB	centibel	A unit which is equal to 10⁻² bel.
unit:cBq	centibecquerel	A unit which is equal to 10⁻² becquerel.
